shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
non-fiksi;https://www.goodreads.com/book/show/33225062-gorontalo;Gorontalo: Antara Teluk Tomini dan Laut Sulawesi;Tim Kementerian Kelautan dan Perikanan;;2016;Kompas;0.00;0ratings;0reviews;Nonfiction;"Di Provinsi Gorontalo terdapat 123 pulau-pulau kecil yang tersebar di tiga kabupaten. Beraneka ragam potensi sumber daya hayatinya dapat ditemui seperti ekosistem terumbu karang, mangrove, dan padang lamun. Potensi lainnya adalah berbagai jenis flora dan fauna serta keunikan adat istiadat dan sejarah masyarakat lokal. Pulau-pulau kecil ini terdapat di perairan Teluk Tomini dan perairan Laut Sulawesi, sebagian pulau berpenduduk dan yang lainnya tidak berpenduduk.
Semenanjung Gorontalo tercatat dalam sejarah sudah terbentuk kurang lebih 1.300 tahun lalu. Indikatornya adalah berdirinya Kerajaan Suwawa pada sekitar tahun 700 masehi atau sekitar abad kedelapan. Ini juga diperkuat dengan ditemukannya makam para raja di tepian Sungai Bulawa. Selain itu, makam salah seorang Raja Suwawa, yaitu Raja";2016_Gorontalo_Antara_Teluk_Tomini_dan_Laut_Sulawesi.jpg
non-fiksi;https://www.goodreads.com/book/show/33225102-papua-barat;Papua Barat: Tanah Para Raja di Kepala Burung Papua;Tim Kementerian Kelautan dan Perikanan;;2016;Kompas;0.00;0ratings;0reviews;Nonfiction;"“Tanah Para Raja di Kepala Burung Papua”. Wilayah Kepala Burung secara administratif PULAU-PULAU KECIL NUSANTARA tercakup dalam Provinsi Papua Barat, yang terdiri dari daratan utama dan pulau-pulau. Provinsi ini terletak di belahan barat Pulau Papua, mulai dari bagian leher Kepala Burung hingga pesisir barat.
“Bentang Laut Kepala Burung”. Wilayah “Kepala Burung Papua” terletak di pintu masuk arus lintas Indonesia bagian timur laut, yang mengalir dari Samudra Pasifik menuju Samudra Hindia. Aliran arus lintas Indonesia itu menyuburkan perairan di sekitarnya, salah satunya yang cukup dikenal dunia adalah Raja Ampat sehingga wilayah ini dikenal sebagai jantung Segitiga Karang Dunia (coral triangle). Kawasan ini memiliki keanekaragaman hayati karang tertinggi di dunia.
Sorong. Kota strategis ya";2016_Papua_Barat_Tanah_Para_Raja_di_Kepala_Burung_Papua.jpg
non-fiksi;https://www.goodreads.com/book/show/33225108-jawa-barat;Jawa Barat: Merentang Laut Jawa Hingga Samudra Hindia;Tim Kementerian Kelautan dan Perikanan;;2016;Kompas;0.00;0ratings;0reviews;Nonfiction;"Garis pantai Provinsi Jawa Barat sepanjang 848,63 kilometer terbentang di wilayah Pantai Utara sejauh 432,32 kilometer dan Pantai Selatan 416,31 kilometer. Rentang panjang yang bukan tanpa potensi untuk digali dan dikembangkan, baik sumber daya lautnya maupun wilayah pesisirnya. Salah satu provinsi terpadat, tempat tujuan banyak orang, menjadikan Jawa Barat lokasi jamak tanpa pesona alam bernilai tambah.
Padahal, berapa banyak masyarakat yang sudah mengintip kegairahan Tempat Pelelangan Ikan Karangsong di Indramayu, lengkap dengan hutan mangrove yang letaknya cukup berdekatan. Menjadikan lokasi ini, jika dikelola secara maksimal, tidak kalah bersaing dengan tempat pelelangan ikan di mancanegara yang menarik banyak wisatawan dari berbagai penjuru dunia. Atau menyeberang laut menuju sebuah p";2016_Jawa_Barat_Merentang_Laut_Jawa_Hingga_Samudra_Hindia.jpg
non-fiksi;https://www.goodreads.com/book/show/31359811-di-balik-jari-jari;Di Balik Jari-Jari;Sahabat Pepeng;;2016;Gramedia Pustaka Utama;0.00;0ratings;0reviews;Nonfiction;"Buku ini terdiri dari tulisan orang-orang terkenal dan hebat yang menguraikan banyak hal tentang Pepeng. Uraian yang tidak hanya berupa testimoni, tetapi juga berbagai hal yang selama ini belum begitu banyak terungkap tentang Pepeng.
… masyarakat luas akan dapat menikmatinya dalam arti memperoleh banyak manfaat dari inti sari tulisan yang menguraikan tentang seorang Pepeng. Sebuah buku berisi nilai-nilai kehidupan yang mampu mengajak siapa saja yang membacanya untuk belajar dan sekaligus berpikir.
—Chappy Hakim, Marsekal (Purn) TNI Angkatan Udara
Bahkan saat Tuhan mengujinya dengan penyakit, dia sanggup membuktikan hatinya lebih besar dari penyakitnya. Dia mampu menjadikan “kelemahan”-nya menjadi “kekuatan”-nya.
— Ikang Fawzi, Penyanyi
Bagi saya, Mas Pepeng adalah seorang yang sangat tangg";2016_Di_Balik_Jari-Jari.jpg
non-fiksi;https://www.goodreads.com/book/show/33551973-guruh-di-atas-baghdad;Guruh di Atas Baghdad: Perang Hitler yang Terlupakan di Irak;Nino Oktorino;;2016;Gaco Books;0.00;0ratings;0reviews;Nonfiction;Pada musim semi 1941, sekalipun telah gagal menaklukkan Inggris, Hitler masih memiliki kesempatan besar untuk menga­lah­kannya dengan merebut Timur Tengah―urat nadi negeri kepulau­an itu. Ia mendapatkan peluang un­tuk mencapainya saat sebuah lapang­an terbang RAF yang terpencil dan le­mah pertahanannya, yang terletak 80 km dari Baghdad, dikepung oleh pasukan Irak yang bersenjata lengkap dan lebih besar jum­­­lahnya serta didukung oleh angkatan udara Jerman dan Italia. Namun, hasil akhir per­tempuran itu menjadi kekalahan militer riil pertama bagi Reich Ketiga dalam Perang Dunia II.;2016_Guruh_di_Atas_Baghdad_Perang_Hitler_yang_Terlupakan_di_Irak.jpg
non-fiksi;https://www.goodreads.com/book/show/29810602-za-dom-spremni;Za Dom! Spremni!: Tentara Kroasia dalam Perang Dunia II, 1941-1945;Nino Oktorino;;2016;Elex Media Komputindo;0.00;0ratings;0reviews;Nonfiction;"Selama Perang Dunia II, salut itu digunakan oleh Ustaše sebagai salut resmi mereka. Pada 10 April 1941 Slavko Kvaternik , komandan-in-chief dari Angkatan Bersenjata Kroasia dan wakil dari Poglavnik Ante Pavelić, memproklamasikan berdirinya NDH pada radio Zagreb, dan berakhir pernyataan dengan Bog i Hrvati! Za dom spremni!.
Selama ini salut digunakan dalam berbagai cara, misalnya sebagai ""Za poglavnika i za dom spremni!"" (Untuk Poglavnik dan tanah air siap) dan dalam bentuk tanya jawab: ""Za dom ?! - Spremni "","" Za Koga ?! - Za poglavnika ""("" Untuk tanah air ?! - Siap "","" Untuk siapa ?! Untuk Poglavnik ""!). Ada juga penggunaan Za Boga i poglavnika svoga - Uvijek spremni pada berbagai bendera NDH.";2016_Za_Dom!_Spremni!_Tentara_Kroasia_dalam_Perang_Dunia_II,_1941.jpg
non-fiksi;https://www.goodreads.com/book/show/28672013-tuhan-saya-ingin-kaya;Tuhan, Saya Ingin Kaya;Haidar Musyafa;;2016;Elex Media Komputindo;0.00;0ratings;0reviews;Nonfiction;"Sungguh, sampai saat ini masih banyak di antara kita yang beranggapan bahwa rezeki itu hanya sebatas pada uang. Hanya sebatas pada materi yang dimiliki. Pemahaman yang salah terkait dengan rezeki justru akan membuat seseorang akan semakin jauh meninggalkan Allah Swt. Kekhawatiran seseorang akan rezeki justru akan membuat seseorang semakin kufur kepada Allah Swt. Padahal sesungguhnya Allah Swt., telah menjamin rezeki bagi tiap-tiap makhluk ciptaannya dan tidak akan pernah tertukar antara yang satu dengan yang lainnya.
Namun pada kenyataannya, sampai saat ini masih banyak di antara kita yang merasa risau dengan rezeki yang tak kunjung datang. Berbagai macam usaha sudah dilakukan tapi Allah Swt., tak segera memberikan jatah rezeki kita. Hingga akhirnya banyak di antara kita yang berputus asa ";2016_Tuhan,_Saya_Ingin_Kaya.jpg
non-fiksi;https://www.goodreads.com/book/show/29854121-happy-shopping-bali;Happy Shopping Bali;Maria Fransiska Merinda;;2016;Elex Media Komputindo;0.00;0ratings;0reviews;Nonfiction;"Tak cukup hanya sekali mengunjungi Bali. Bali tak pernah kehabisan tempat wisata yang indah dan menarik. Tak heran bila Bali selalu kebanjiran turis. Hotel-hotel mulai dari kelas melati sampai berbintang seringkali ramai dan penuh, ruas-ruas jalan di Kuta dan Legian sering macet dan dipenuhi turis. Bali seakan tak pernah kehabisan pengunjung. Pemandangan alam, wisata kuliner, belanja, dan berpetualang, semuanya bisa dilakukan di Bali.
Selain banyak tempat wisata dengan pemandangan yang indah, Bali merupakan tempat belanja yang menyenangkan. Mau cari buatan lokal atau merek internasional, semuanya ada di Bali. Ada banyak pilihan tempat belanja di Bali, mulai dari pusat perbelanjaan megah sampai pasar-pasar tradisional yang murah meriah. Produk-produk yang ditawarkan pun beraneka ragam. Bali";2016_Happy_Shopping_Bali.jpg
non-fiksi;https://www.goodreads.com/book/show/34975054-jelajah-kampung;Jelajah Kampung: Catatan Jalan-jalan di Kota Bandung;Andrenaline Katarsis;;2016;Katarsis Book;0.00;0ratings;0reviews;Nonfiction;;2016_Jelajah_Kampung_Catatan_Jalan-jalan_di_Kota_Bandung.jpg
non-fiksi;https://www.goodreads.com/book/show/29414524-islamku-penuh-warna;Islamku Penuh Warna: Coloring Motivation Book for Adults;A.K.;;2016;Elex Media Komputindo;0.00;0ratings;0reviews;Nonfiction;"Islam itu mulia, Islam itu indah.
Islam itu penuh warna.
Buku ini bukan sekedar buku mewarnai, tetapi sekaligus dapat mewarnai hati dengan keindahan kalam-kalam suci Islami yang menyejukkan hati.
Allah itu indah, dan Allah menyukai keindahan. Karena itu indahkanlah hidupmu dengan warna-warni kebahagiaan. Muliakanlah agamamu dengan kasih sayang dan perbuatan yang baik.
Editor's Note
-";2016_Islamku_Penuh_Warna_Coloring_Motivation_Book_for_Adults.jpg
non-fiksi;https://www.goodreads.com/book/show/35050047-mimpi-punya-bisnis-sukses-di-usia-muda;Mimpi Punya Bisnis Sukses di Usia Muda;Stella Olivia;;2017;Grasindo;4.00;9ratings;5reviews;Nonfiction;"Bersama narasumber inspiratif, Chloe Purnama, gadis 15 tahun beromzet 600 juta dalam setahun; dan Ariny Nurul Haq, penulis 21 buku sekaligus pemilik penerbitan self publishing Bisnis butuh banyak skills dan juga agility to change
—Chloe Purnama—";2017_Mimpi_Punya_Bisnis_Sukses_di_Usia_Muda.jpg
non-fiksi;https://www.goodreads.com/book/show/35183265-minder-done-that-it-s-ok-nggak-pede;Minder… Done That! It's Ok Nggak Pede;Nadia Mulya;;2017;Gramedia Pustaka Utama;3.56;9ratings;2reviews;Nonfiction;"Minder bukanlah penyakit terminal ataupun karakter diri. Minder adalah suatu kondisi yang bisa diubah! Kami berempat pun sempat bergelut dengan rasa minder. Dahulu kami pernah gagu, menangis, atau melakukan kesalahan yang kian mengikis rasa percaya diri. Siapa sangka kini Aline bisa beraksi di fashion show, Intan menjadi narasumber, Nadia memandu acara live, dan Rahmah memberikan kelas public speaking.
Semua orang pasti pernah mengalami momen minder. It’s OK nggak pede. Yang penting kita memutuskan mau berubah dan meng-upgrade diri. Jadi, kalau ada yang bertanya “pernah minder?” bisa menjawab “been there, done that.” Dulu pernah, sekarang nggak lagi.
Melalui buku ini, kami berempat berbagi kisah paling pribadi kami, dan proses menemukan potensi diri hingga kiat-kiat mendongkrak rasa percay";2017_Minder…_Done_That!_It's_Ok_Nggak_Pede.jpg
non-fiksi;https://www.goodreads.com/book/show/34859085-fenomena-kematian;Fenomena Kematian;Ninik Yap;;2017;Bhuana Ilmu Populer;3.25;8ratings;1review;Nonfiction;"Tanda-tanda kematian muncul dalam berbagai realita, seperti melalui mimpi. Mimpi gigi copot (tanggal) berarti akan ada anggota keluarga yang akan meninggal dunia. Atau bermimpi melihat air bah menerjang yang mengartikan akan ada bencana besar yang akan menelan banyak korban jiwa.
Jika suatu saat kita melihat gagak di atas rumah setiap malam menjelang pagi, kita patut waspada dan gelisah. Mengapa? Karena burung gagak telah mencium aroma bangkai dari seseorang di dalam rumah tersebut. Bagi mereka yang mengerti, kehadiran burung gagak merupakan tanda-tanda untuk menghadapi kematian sanak saudara atau orang terdekat.
Fenomena-fenomena seperti itu tidak hanya melalui mimpi atau binatang. Buku ini menceritakan berbagai fenomena lain yang menyertai sebelum kematian datang menjemput. Jangan resah ";2017_Fenomena_Kematian.jpg
non-fiksi;https://www.goodreads.com/book/show/36213380-miracles-of-haram;Miracles of Haram: Pengalaman Unik Menarik Anak Muda Berhaji dan Umrah;Nur Febriani Wardi;;2017;Gramedia Pustaka Utama;3.75;8ratings;4reviews;Nonfiction;Miracles of Haram. Keajaiban Tanah Suci. Buku ini merupakan antologi pengalaman penulis beragam usia saat naik haji atau umrah. Banyak kisah seru, haru, juga lucu yang terangkum di sini, dengan satu tujuan: pembaca akan tergerak beribadah di Tanah Suci secepatnya tanpa menunggu tua. Karena, sungguh, berkah dan rezeki akan dilimpahkan setelahnya. Digawangi dua penulis, Nur Febriani Wardi dan Boim Lebon, buku ini bisa dinikmati siapa pun sebagai bacaan ringan sekaligus spiritual yang tidak menggurui, tapi memberi inspirasi.;2017_Miracles_of_Haram_Pengalaman_Unik_Menarik_Anak_Muda_Berhaji_.jpg
non-fiksi;https://www.goodreads.com/book/show/36989904-unbelievable-germany;Unbelievable Germany;Gana Stegmann;;2017;Elex Media Komputindo;3.88;8ratings;2reviews;Nonfiction;Kumpulan pengalaman yang tidak akan kita dapatkan kalau datang hanya sebagai turis ke Jerman. Dari pengalaman jadi tukang kayu, susahnya membuat SIM di Jerman, kapoknya menginap di rumah sakit Jerman, sampai membeli isteri dari katalog! Apa yang terjadi di Jerman? Bagaimana sebenarnya kehidupan sehari-hari warganya?;2017_Unbelievable_Germany.jpg
non-fiksi;https://www.goodreads.com/book/show/36985231-kisah-mawar-pandanwangi;Kisah Mawar Pandanwangi;Sori Siregar;;2017;KPG (Kepustakaan Populer Gramedia);3.25;8ratings;1review;Nonfiction;;2017_Kisah_Mawar_Pandanwangi.jpg
non-fiksi;https://www.goodreads.com/book/show/34629278-dr-oen;Dr. Oen: Pejuang dan Pengayom Rakyat Kecil;Ravando;;2017;Kompas;3.88;8ratings;3reviews;Nonfiction;Mengulas perjalanan hidup Dr. Oen yang melintasi lima zaman sekaligus legacy-nya yang masih lestari sampai saat ini. Suatu bentuk perjuangan di masa revolusi dalam bidang kesehatan yang dilakukan dengan saksama, tanpa lelah melayani berbagai kalangan yang membutuhkan pertolongan kesehatan, baik rakyat kebanyakan sampai dengan golongan ningrat di Puro Mangkunegaran. Baik orang Tionghoa, Jawa, Sunda, Batak, maupun orang Arab semua dilayani tanpa membeda-bedakan. Baik prajurit dari Tentara Pelajar sampai dengan Jenderal Sudirman mendapatkan pelayanan kesehatan yang sama. Menggunakan pendekatan historis, buku ini kaya akan sumber pendukung dan foto yang mengajak para pembaca, khususnya para dokter muda, ikut dalam perjalanan perjuangan Dr. Oen di bidang kesehatan bagi bangsa Indonesia. Suatu p;2017_Dr._Oen_Pejuang_dan_Pengayom_Rakyat_Kecil.jpg
non-fiksi;https://www.goodreads.com/book/show/35892871-passion-stories;Passion Stories;Qalbinur Nawawi;;2017;Metagraf;3.25;8ratings;7reviews;Nonfiction;Belajar bagaimana pentingnya menjadi diri sendiri dari Rinni Wulandari, terus belajar dan memperbaharui diri seperti Hendy Setiono. Membangun relasi dan kerja tuntas seperti Sandiaga Uno, mau berproses dari “bawah” seperti Dion Wiyoko, menjadi sosok yang unik seperti Whulandary Herman. Punya target yang dikejar seperti Arbain Rambey dan Taufik Hidayat. Berani total seperti Umar Syarif. Asah kemampuan sambil berkarya dari Dewa Budjana. Dan punya system produktivitas seperti Dewi Lestari.;2017_Passion_Stories.jpg
non-fiksi;https://www.goodreads.com/book/show/37006604-mata-lensa;Mata Lensa: Jejak Ketangguhan Seorang Jurnalisfoto Perempuan;Adek Berry;;2017;TransMedia;4.13;8ratings;3reviews;Nonfiction;"Pasukan mulai berbisik dalam berkomunikasi. Aku mulai merasakan ketegangan. Team leader mengatur posisi masing-masing anggota. Tentara di depan kami memerintahkan semua berhenti, perintahnya dalam berbisik sehingga tentara di belakang tidak mendengar perintah yang sama. Seorang marinir menabrakku, ”Walk! You idiot!” umpatnya marah dalam berbisik. Aku paham dan tidak terpancing umpatannya. Aku merasakan ketegangan mereka. Aku mengira mereka akan menyerang atau diserang.
Demikian salah satu pengalaman Adek Berry, seorang jurnalisfoto di kantor berita kenamaan dunia saat terlibat dalam sebuah peliputan di Afghanistan. Profesinya sebagai jurnalisfoto kerap mengantarkan Adek Berry menghadapi tantangan mulai dari liputan di wilayah penuh konflik, tragedi bencana alam, hingga liputan seremonial.
";2017_Mata_Lensa_Jejak_Ketangguhan_Seorang_Jurnalisfoto_Perempuan.jpg
non-fiksi;https://www.goodreads.com/book/show/35703434-100-surga-tersembunyi;100 Surga Tersembunyi;Tim Buku TEMPO;;2017;Kepustakaan Populer Gramedia;4.43;7ratings;2reviews;Nonfiction;"Bagi sebagian orang, melihat matahari terbit di Gunung Bromo atau menyelam di Bunaken sudah membosankan. Sesungguhnya, Tanah Air kita menyimpan seribu nirwana tak tersentuh nun di pelosok.
Cobalah tengok Taman Nasional Teluk Cenderawasih di Kwatisore, Nabire, Papua. Hiu paus (Rhincodon typus) yang hidup di sana menjadikan pemandangan alam bawah laut yang berbeda. Ikan berbobot 9 ton dan panjang 10 meter itu lebih “jinak” dibanding ikan lainnya. Dengan menyelam atau diving, kita dapat melihat hiu paus yang menyeringai sekaligus menggemaskan karena gerak pelan tubuhnya.
Lain dengan bertualang menyusuri alam liar kawasan geologi karst di Gua Barat, Gombong Selatan, Kebumen, Jawa Tengah. Kekuatan fi sik dan mental diuji dalam menerobos medan belukar yang licin dan berlumpur. Sesampai di mulut ";2017_100_Surga_Tersembunyi.jpg
non-fiksi;https://www.goodreads.com/book/show/36049169-millennial-finance;Millennial Finance: Panduan Sukses Finansial untuk para Milenial;Edwin Santoso;;2017;Grasindo;3.14;7ratings;2reviews;Nonfiction;"Milenial adalah Generasi “Kekinian”, yaitu mereka yang memiliki lebih banyak akses terhadap kemudahan teknologi dan keterbukaan gagasan, dibanding generasi sebelumnya.
Generasi yang rata-rata masih berusia muda ini selalu berhasrat untuk melejit demi harapan dan cita-cita masing-masing, mereka tidak tanggung-tanggung memperjuangkannya. Mark Zuckerberg, Kevin Systrom, atau Nadiem Makarim, adalah contohnya.
Sukses Finansial adalah salah satu cita-cita yang paling esensial. Bagaimana cara yang paling tepat bagi para Milenial untuk meraih kesuksesan finansial? Temukan dalam buku ini!";2017_Millennial_Finance_Panduan_Sukses_Finansial_untuk_para_Milen.jpg
non-fiksi;https://www.goodreads.com/book/show/34971833-di-balik-layar-film-kartini;Di Balik Layar Film Kartini: Kumpulan Foto dan Cerita;Legacy Pictures;;2017;Gramedia Widiasarana Indonesia;2.29;7ratings;3reviews;Nonfiction;;2017_Di_Balik_Layar_Film_Kartini_Kumpulan_Foto_dan_Cerita.jpg
non-fiksi;https://www.goodreads.com/book/show/35092421-mimpi-punya-karier-cemerlang-di-usia-muda;Mimpi Punya Karier Cemerlang di Usia Muda!;Stella Olivia;;2017;Grasindo;3.86;7ratings;2reviews;Nonfiction;"Bersama narasumber inspiratif, Andhika Alexander Repi, M.Psi, Psikolog, dosen, UKWM Surabaya, dan Kathleen Supit, HRD Manajer Regional salah satu perusahaan retail lokal di Manado.
Integritas merupakan suatu sikap yang murni, apa adanya, tidak neko-neko, genuine, yang ditampilkan oleh seorang individu. - Andhika Alexander Repi, M/Psi, Psikolog
Punya karier cemerlang di usia muda itu kayak mimpi di awang-awang, ya? Eh… siapa bilang?! Intip dulu, deh, karakter-karakter yang harus dimiliki kalau kamu ingin punya karier yang top! Anak muda banget, nih!
- Bekerja bersama passion
- Totalitas itu penting
- Sense of belonging
- Bersinergi
- Mempelajari hal baru
- Tidak mau dipandang sebagai nominal?
- Meningkatkan kualitas diri
- Narasumber inspiratif";2017_Mimpi_Punya_Karier_Cemerlang_di_Usia_Muda!.jpg
non-fiksi;https://www.goodreads.com/book/show/36936348-karaeng-besse-si-gadis-dari-punranga;Karaeng Besse, Si Gadis dari Punranga;Windah Makkarodda;;2017;Tanahindie Press;4.57;7ratings;1review;Nonfiction;"Tahun keempat pernikahannya, suaminya dipecat dari tempat kerja, tabungan nol rupiah, 14 orang penghuni rumah yang butuh makan, dan dia menderita penyakit jantung ketika usianya baru 21 tahun.
Karaeng Besse, seorang gadis dari Punranga, putus sekolah karena masa Pemberontakan DI/TII yang membuatnya harus angkat kaki dari tanah kelahiran bersama seluruh keluarganya.
Tidak ingin anak-anaknya bernasib seperti dirinya, Karaeng Besse senantiasa menyisihkan uang belanja dari suami dan menjadikannya modal berbisnis dari kopi, jagung, hingga cengkeh. Bermodal kepercayaan, Karaeng Besse dan suaminya bangkit dari keterpurukan dan selama kurang lebih 40 tahun jatuh bangun demi mengantar kesebelas anaknya mengenyam pendirikan hingga satu di antaranya meraih gelar profesor.";2017_Karaeng_Besse,_Si_Gadis_dari_Punranga.jpg
non-fiksi;https://www.goodreads.com/book/show/36305077-sejarah-depok-1950---1990-an;Sejarah Depok 1950 - 1990-an: Berkembang dalam Bayang-bayang Jakarta;Tri Wahyuning M. Irsam;;2017;Yayasan Pustaka Obor Indonesia;4.57;7ratings;4reviews;Nonfiction;"Depok merupakan sebuah kota yang mengalami fenomena menarik dalam perkembangannya. Nama Depok bukan hanya menyiratkan keberadaan sebuah kota yang terletak di antara dua pusat administratif penting dalam sejarah colonial, yaitu Batavia dan Buitenzorg, melainkan punya makna yang lebih luas yang mencakup suatu perubahan struktur sosial masyarakatnya, pola tata ruangnya, dan sistem nilai budayanya.
Perubahan yang dialami oleh kota ini menciptakan suatu bentuk dan dinamika kehidupan baru yang sama sekali berbeda dengan tujuan awal kota ini dirancang dan dikembangkan. Dalam proses perkembangannya, Depok terkait erat dengan kota metropolitan Jakarta yang menentukan eksistensinya.
Keterlibatan Depok dalam percaturan permasalahan yang disangga Jakarta, lebih disebabkan jaraknya yang tidak terlalu j";2017_Sejarah_Depok_1950_-_1990-an_Berkembang_dalam_Bayang-bayang_.jpg
non-fiksi;https://www.goodreads.com/book/show/37651434-generasi-phi;Generasi Phi: Memahami Milenial Pengubah Indonesia;Muhammad  Faisal;;2017;Republika Penerbit;4.26;70ratings;22reviews;Nonfiction;Melalui buku ini, penulis yang merupakan pendiri Youth Laboratory Indonesia, mengajak kita untuk mengetahui dan memahami generasi milenial lewat pengelompokkan generasi yang khas Indonesia. Dengan memahami mereka lebih dalam, kita akan mampu mempersiapkan generasi berikutnya dengan tepat.;2017_Generasi_Phi_Memahami_Milenial_Pengubah_Indonesia.jpg
non-fiksi;https://www.goodreads.com/book/show/35656170-japan-beyond-tokyo;Japan Beyond Tokyo;Evan Yovian;;2017;Bhuana Ilmu Populer;3.67;6ratings;3reviews;Nonfiction;"Tiket ke Jepang, udah di tangan. Hotel juga sudah di-booking. Tapi, kita mau jalan-jalan ke mana aja nih selama di Jepang? Masih belum tahu tempat-tempat keren yang ada di Jepang?
Pasti sudah tahu dong kalau Jepang itu memiliki banyak objek wisata yang sayang kalau dilewatkan. Ada berbagai objek wisata yang tersebar dari utara (Hokkaido, Honshu, Shikoku, Kyushu) hingga selatan (Okinawa) yang sangat disayangkan jika tidak kenal. Tahu tidak kalau di Jepang ada daerah yang namanya Nara, Miyagi, Yamaguchi, Gifu, Okinawa, dan Tochigi? Di daerah-daerah itu juga ada banyak tempat keren yang bisa kita jelajahi..
Nah, buku ini berisi segala informasi mengenai Jepang, khususnya objek-objek wisata yang ada di daerah-daerah tersebut. Selain objek wisata, dari buku ini kita juga bisa tahu sejarah, kebu";2017_Japan_Beyond_Tokyo.jpg
non-fiksi;https://www.goodreads.com/book/show/35698154-forgotten-legions;Forgotten Legions: Kisah Pasukan Sekutu Poros di Front Timur;Nino Oktorino;;2017;Elex Media Komputindo;3.67;6ratings;1review;Nonfiction;Tidak seperti Blitzkrieg di Polandia, Norwegia, Denmark, Negara-negara Rendah dan Prancis, serangan Hitler ke Uni Soviet pada tanggal 22 Juni 1941 terseok-seok di hamparan luas tanah di sebelah barat Rusia. Terkejut dengan kegigihan perlawanan dan besarnya kekuatan militer Tentara Merah, orang Jerman menemukan dirinya terperosok ke dalam perang yang berlarut-larut dan menelan korban besar. Hitler menyadari bahwa ia harus meminta bantuan pasukan dari negara-negara sekutu Porosnya dan melakukan sebuah perang koalisi di Front Timur. Sebuah petualangan militer yang membawa bencana pun dimulai.;2017_Forgotten_Legions_Kisah_Pasukan_Sekutu_Poros_di_Front_Timur.jpg
non-fiksi;https://www.goodreads.com/book/show/35388015-buah-terlarang-dan-cinta-morina;Buah Terlarang dan Cinta Morina: Catatan dari Dunia Komik;Anton Kurnia;;2017;Basabasi;3.83;6ratings;4reviews;Nonfiction;"Para pembaca komik di setiap masa akan menganggap segenap komik yang dibacanya adalah bagian dirinya; komik yang mana pun, terjemahan maupun non-terjemahan (""asli” bahasa asing maupun Indonesia), bagian dari segenap unsur kebudayaan yang membentuk kebudayaannya. inilah yang membuat naratif ”komik Barat” (superhero, roman, dll.) begitu sahih terhayati sebagai “komik Indonesia”.
Dalam konteks inilah, seorang pecinta komik seperti Anton Kurnia mengungkapkan kecintaannya secara konsekuen: kalaupun tiada komiknya, kenangan atas komik itu pun jadi---meski secara konsekuen puIa komik yang terngiang dan termimpi dalam atmosfer kenangan itu diburu, dan komikusnya jika perlu diwawancarai. Dapat diikuti bagaimana obsesi itu setapak demi setapak telah menjadi informasi berguna, berbentuk bacaan Buah T";2017_Buah_Terlarang_dan_Cinta_Morina_Catatan_dari_Dunia_Komik.jpg
non-fiksi;https://www.goodreads.com/book/show/34672872-javasiesta-17-17;Javasiesta 17/17;Indri Juwono;;2017;Epigraf;3.83;6ratings;2reviews;Nonfiction;"Perjalanan dengan seorang teman juga menjadi kendali pada diri sendiri. Bisakah tetap dengan karakter sendiri, bisakah mencoba untuk lebih sabar, bisakah mencoba untuk lebih memahami, atau menjadi pribadi yang lebih dimengerti?
Tidak bisa semata-mata menuntut seseorang menjadi apa, tapi juga mengolah diri sendiri menjadi teman seperjalanan yang seperti apa.
Tentang perjalanan ke 17 destinasi di pulau Jawa, rehat dari kehidupan sehari-hari. Bertemu berbagai macam orang, berbagai karakter, juga berbagai budaya di Pulau Jawa.
Buku ini diterbitkan secara self-publishing. Untuk pemesanan bisa klik bit.ly/javasiesta";2017_Javasiesta_1717.jpg
non-fiksi;https://www.goodreads.com/book/show/36640313-anak-tiga-zaman;Anak Tiga Zaman: Rekam Jejak;Daoed Joesoef;;2017;Kompas;4.83;6ratings;2reviews;Nonfiction;"Jauh melangkah banyak dilihat, jauh berjalan banyak didengar, jauh berpergian banyak pengalaman dan pengetahuan, lebih-lebih bila semua itu ditempuh melintasi tiga zaman, “Penjajahan Belanda”, “Penjajahan Jepang” dan “Kemerdekaan” serta tiga sub-zaman, “Orde lama”, “Orde Baru”, dan “Orde Reformasi”.
Bila sesekali saya menoleh ke belakang, jelas kelihatan bekas jejak itu. Namun kadangkadang “hilang”, terputus, untuk kemudian terlihat kembali. Tentu saja jejak itu tidak ada karena rupanya Tuhan di saat itu menggendong saya begitu rupa hingga selamat dari musibah, Saya bersyukur kepada Tuhan dan mau membagi dengan Anda kesyukuran itu melalui narasi ini.";2017_Anak_Tiga_Zaman_Rekam_Jejak.jpg
