shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
fiksi;https://www.goodreads.com/book/show/1939983.Ms_B;"Ms. B: ""Will U Marry Me?""";Fira Basuki;;2004;Gramedia Widiasarana Indonesia;2.95;384ratings;13reviews;Indonesian Literature, Fiction, Chick Lit, Novels, Romance;"Suara apa? Aku dekati kaos kaki itu. Oh, ada benda kecil jatuh dari dalamnya. Ap ya? Aku jongkok dan mengambil benda tadi. Cincin berlian, emas putih, dua karat, princess cut, berkilau-kilau memantulkan sinar. Cincin itu?
Ketika aku bertanya-tanya dan hendak berdiri, ada sosok lain berjongkok di belakangku.
""B. will you marry me?"" katanya sambil menganjungkan satu ikat mawar merah.
Aku termangu sambil kedua telunjuk dan kedua jempol tanganku memegangi cincin berlian itu.
""B, please marry me, "" katanya sambil mengerjap-ngerjap mata.";2004_Ms._B_Will_U_Marry_Me.jpg
fiksi;https://www.goodreads.com/book/show/2334525.The_Lunch_Gossip;The Lunch Gossip;Tria Barmawi;;2007;PT Gramedia Pustaka Utama;3.25;273ratings;59reviews;Indonesian Literature, Fiction, Chick Lit, Romance, Novels, Audiobook;"Mereka mencari bitch...
dan menemukannya dalam diri mereka masing-masing.
Xylana, Kynthia, Keisha, Vinka, dan Arimbi. Si jutek yang perfeksionis, si cantik yang lembut hati, si serampangan berlidah tajam, si ibu peri yang ramah dan ceria, dan si mungil yang rapuh. Lima orang dengan karakter berbeda terdampar di kantor yang sama. Dari makan siang bersama, mereka menjadi sahabat sejati. Ada yang menyukai mereka, ada yang membenci mereka. Satu demi satu mereka ditimpa masalah besar. Apakah ini perbuatan Kasih Kinanti, si superbitch, musuh besar mereka bersama? Atau apakah ada orang lain yang sebenarnya jadi serigala berbulu domba, musuh mereka yang sebenarnya?";2007_The_Lunch_Gossip.jpg
fiksi;https://www.goodreads.com/book/show/1492667.Tangkaplah_Daku_Kau_Kujitak_;Tangkaplah Daku, Kau Kujitak!;Hilman Hariwijaya;;2007;PT Gramedia Pustaka Utama;3.57;2,347ratings;139reviews;Indonesian Literature, Fiction, Comedy, Humor, Novels, Young Adult, Teen;"ISBN:
9786020663579
Lupus adalah cowok manis tapi jail, murid kelas 2 di SMA Merah Putih. Rambutnya berjambul, mirip John Taylor (vokalis grup band Duran Duran). Lupus senang mengunyah permen karet dan hobi main tebak- tebakan.
Banyak kejadian kocak yang dialami Lupus. Misalnya, kencan pertama Lupus gagal hanya karena dia lupa menanyakan alamat pacarnya. Terus waktu ada razia rambut gondrong di sekolah, Lupus panik banget. Tapi dia punya 1001 cara untuk lolos dari razia.
Tapi sebandel-bandelnya Lupus, dia tetap anak yang berbakti pada maminya, juga kakak yang sayang banget pada Lulu, adik semata wayangnya. Tapi apa kata Lulu? “Mami sih lebih cemas kehilangan sendok daripada kehilangan kamu, Pus!”
Whoaaa! Lupus cuma bisa mingkem.";2007_Tangkaplah_Daku,_Kau_Kujitak!.jpg
fiksi;https://www.goodreads.com/book/show/1572740.Tersentuh_Ilalang;Tersentuh Ilalang;Afifah Afra;;2003;DAR! Mizan;3.41;147ratings;2reviews;Indonesian Literature, Fiction, Drama;"Tentang seorang wartawati bernama Rachel yang sudah penat pada kebenaran nama ayahnya. Dalam nuansa yang penuh dengan keegoisan, kebohongan, keserakahan, dan keangkuhan, Rachel mencoba meluluhkannya.
Sejauh apakah sentuhan ilalang itu menggores kebesaran raksasa busuk itu? Mampukah sentuhan ilalang itu mengubah semuanya tanpa cela, luka dan renjana?";2003_Tersentuh_Ilalang.jpg
fiksi;https://www.goodreads.com/book/show/13151631-winter-dreams;Winter Dreams;Maggie Tiojakin;;2011;PT. Gramedia Pustaka Utama;3.57;183ratings;62reviews;Indonesian Literature, Fiction, Drama, Contemporary, Romance, Novels, Coming Of Age;"Nicky F. Rompa tak sengaja terdampar di negeri orang bersama jutaan imigran ilegal yang membawa kisah mereka masing-masing ke dalam salah satu kota paling bersejarah di Pantai Timur AS.
Mengambil setting di Boston, Mass., - dan dikemas dalam atmosfir romantisme urban - ""Winter Dreams"" menyajikan mimpi-mimpi yang tak jarang melebur ke dalam realita dan melahirkan sebuah ilusi epik.
Sekali lagi, Maggie Tiojakin menunjukkan kepiawaiannya dalam menghadirkan tokoh-tokoh anti-hero klasik yang berpotensi memicu perdebatan baru dalam kancah penulisan fiksi di Indonesia.
DDC: 813";2011_Winter_Dreams.jpg
fiksi;https://www.goodreads.com/book/show/42426497-duo-tulalit;Duo Tulalit;Iwok Abqary;;2018;Gramedia Pustaka Utama;3.35;86ratings;24reviews;Indonesian Literature, Fiction, Humor;"Pondok Barokah kayaknya harus segera mengadakan ruwatan. Bagaimana tidak, penghuni kos-kosan itu memang ajaib semua! Ada yang kebelet ingin jadi artis sinetron, ada yang kuliah sampai tujuh tahun nggak lulus-lulus, ada juga yang suka bikin masakan aneh-aneh—spageti bekicot! Glek.
Kondisi ini semakin parah saat Deedee dan Meme ikut ngekos di sana. Ketulalitan keduanya membuat Pondok Barokah semakin heboh. Satu per satu kejadian unik bermunculan. Salah satunya, pesan misterius di hanging note pintu kamar Deedee dan Meme.
Pesan apakah itu? Yang jelas, pesan yang berdatangan itu sukses membuat Deedee dan Meme kegeeran setengah mati. Hmmm… jangan-jangan pesan itu berasal dari penggemar rahasia yang sering nongkrong di pasar senggol!";2018_Duo_Tulalit.jpg
fiksi;https://www.goodreads.com/book/show/6585337-curhat-setan;Curhat Setan: Karena Berdosa Membuatmu Selalu Bertanya;Fahd Pahdepie;;2009;Gagas Media;3.77;375ratings;31reviews;Indonesian Literature, Fiction, Novels;"Inikah Dunia-Antara? Sesuatu di luar hitam-putih realitas, sesuatu di antara jangkauan dua pilihan. Sebuah tempat yang tak pernah dijanjikan dalam kitab suci manapun, sebuah dunia tanpa pahala dan dosa, tanpa benar dan salah, tanpa nilai-nilai, tanpa nama-nama. Begitu saja kutahu dan kuyakini: mungkin semacam alternatif ketiga selain positif dan negatif, benar dan salah, baik dan buruk, harus dan jangan, panas dan dingin, ya dan tidak, dan semua pilihan-pilihan lainnya.
Ruang ini adalah netralitas yang tak terdistorsi nilai-nilai, selalu lolos dari jebakan takdir. Ruang yang mengambang saat sebuah koin dilemparkan di udara, saat rauang pengadilan ditekan tombol pause-nya. Saat kebaikan berdamai dengan kejahatan. Saat Tuhan absen dari kemestian rivalitas setan dan malaikat.
“Perkenalkan, na";2009_Curhat_Setan_Karena_Berdosa_Membuatmu_Selalu_Bertanya.jpg
fiksi;https://www.goodreads.com/book/show/2023481.Balada_Si_Roy_2;Balada Si Roy 2: Avonturir;Gol A. Gong;;2002;Gramedia;3.94;278ratings;14reviews;Indonesian Literature, Fiction, Novels;"""Roy pergi, Ma,"" kata si bandel mencium kening mamanya. Anak beranak itu berangkulan. Sepi sekali pagi ini. Kini si bandel menyandang ranselnya. Menjadi petualang memang mengasyikkan. Semakin berat tantangannya, malah semakin asyik. Tapi, kadang kala para petualang suka lupa kepada ""raja diraja"" sesungguhnya. Yang di atas kita: Tuhan. Masih ingat tragedi Gunung Salak? Empat petualang yang tewas di pedalaman Irian? Budi Belek dan Tom di Sungai Alas? Dan papamu sendiri, Roy? Makanya jangan coba-coba menaklukkan alam. Apalagi melawannya. Itu berbahaya. Sungguh. Alam jangan ditaklukkan dan dilawan, tapi harus diakrabi. Jadikanlah alam itu sahabat, guru, dan bunda kita. Avonturir bandel itu baru saja melompat dari truk yang membawanya tadi. ""Makasih, Mas!"" katanya. Kini matahari entah sembunyi ";2002_Balada_Si_Roy_2_Avonturir.jpg
fiksi;https://www.goodreads.com/book/show/18721669-versus;Versus: Selalu Ada Harapan di Antara Perbedaan;Robin Wijaya;;2013;GagasMedia;3.78;248ratings;56reviews;Indonesian Literature, Fiction, Novels;"AMRI
“Perselisihan ini tidak akan pernah selesai. Dan aku tahu, kami akan selalu hidup dalam bayang-bayang pertikaian. Seperti cerita turun-temurun yang diwariskan dari generasi-generasi sebelum kami.”
CHANDRA
“Menjadi dewasa mengajarkan gue kalau hidup itu nggak pernah jadi lebih mudah. Lo harus siap menghadapi segala hal yang sama sekali nggak menyenangkan.”
BIMA
“Saya berkutat dalam masalah mereka yang membenci perbedaan. Saya tidak sedang berusaha mencari kesamaan atau membuat persamaan agar kita bisa saling menerima. Saya berusaha hidup di antara itu semua. Hidup di antara perbedaan.”
VERSUS adalah kisah persahabatan tiga orang lelaki. Tiga orang muda yang punya sudut pandang dan prinsip masing-masing. Dengarkanlah baik-baik karena mereka akan mulai bercerita. Tentang perbedaan, keber";2013_Versus_Selalu_Ada_Harapan_di_Antara_Perbedaan.jpg
fiksi;https://www.goodreads.com/book/show/3124446-so-real-surreal;So Real/Surreal;Nugroho Nurarifin;;2008;Gramedia Pustaka Utama;2.84;134ratings;42reviews;Indonesian Literature, Fiction, Novels;Marah kepada kenyataan, seorang lelaki muda berkomitmen menjalani kehidupan sekali pakai. Hidupnya penuh dengan gelas-gelas plastik yang ia pakai minum, piring-piring styrofoam yang ia gunakan untuk makan, dan celana dalam kertas yang langsung ia buang sebelum mandi. Gaya hidup serba singkat ini ia pilih untuk membatasi interaksinya dengan kenyataan yang sifatnya jangka panjang. Setiap hal yang bersifat jangka panjang berpotensi memberi rasa nyaman dan kehilangan rasa nyaman akan mendatangkan sakit hati, begitu pikirnya. Lewat internet, hidupnya bersilang jalan dengan Nugroho Nurarifin, penulis novel dan penulis naskah di sebuah advertising agency. Di waktu yang sama, Anisa pasangan Nugroho, tanpa disadari masuk ke dalam kehidupan Raymond, seorang pengusaha media terkemuka. Ia menjadi bagi;2008_So_RealSurreal.jpg
fiksi;https://www.goodreads.com/book/show/1747956.Sang_Musafir;Sang Musafir;Mohamad Sobary;;2007;Gramedia Pustaka Utama;3.31;105ratings;28reviews;Indonesian Literature, Fiction, Novels;"Dalam novel ini Sobary bicara soal “absurditas”. Baginya, dunia sosial memiliki struktur yang tampak teratur, pola-polanya mudah dibaca, aturan-aturannya jelas, seperti dalam birokrasi kantor, tapi jalan hidup manusia tak selalu setia pada garis yang ditentukan struktur sosial.
Ada garis hidup yang tak terbaca mata dan hati kita, tapi berkuasa dan sangat menentukan. Dan itu yang baginya selalu menjadi kejutan-kejutan kecil yang keindahannya tak mudah dimengerti. Tak mengherankan ia pun selalu bertanya dan memperoleh jawaban yang lebih merupakan pertanyaan-pertanyaan baru yang membuatnya makin penasaran.
Inilah pertanyaan Sobary: Aku mungkin hanya musafir iseng tak punya tujuan? Apa yang kucari? Aku terpenjara oleh kantor, oleh keluarga, oleh orangtua dan mertua, oleh istri dan anak-anak. T";2007_Sang_Musafir.jpg
fiksi;https://www.goodreads.com/book/show/1441536.Balada_Si_Roy_1;Balada Si Roy 1: Joe;Gol A. Gong;;2002;Gramedia Pustaka Utama;3.91;380ratings;42reviews;Indonesian Literature, Fiction, Novels, Drama, Adventure;"Remaja Roy mengayuh sepeda balapnya pelan-pelan.
""Ayo, Joe!"" seru Roy. Anjing herder itu menyalak kegirangan. Bulunya yang cokelat kehitaman berkilat. Gerak-geriknya melindungi majikannya dari bahaya.
Remaja Roy memang jadi pusat perhatian. Ke sekolah dengan sepeda balap dan anjing herder? Itu absurd. Sebuah objek sensasi. Lain waktu telinganya mendengar suara-suara centil, manja, genit, dan menggemaskan. Dia tahu itu untuknya. Dia memang keren. Badannya jangkung atletis. Tampan tapi tidak kolokan. Berbeda dari orang kebanyakan. Senyumnya memang memabukkan, bandel, dan khas berandal.
Remaja bandel ini paling gemar kemping, ke mana saja dia mau. Biasanya dia ber-liften bersama Joe ketika liburan sekolah. Ini memang akibat dari terlalu banyak membaca buku petualangan dan nonton film. Ketika ";2002_Balada_Si_Roy_1_Joe.jpg
fiksi;https://www.goodreads.com/book/show/1096114.Ca_bau_kan;Ca-bau-kan: Hanya sebuah dosa;Remy Sylado;;2001;KPG (bekerjasama dengan Yayasan Adikarya Ikapi dan The Ford Foundation);3.86;1,600ratings;131reviews;Indonesian Literature, Fiction, Novels, Historical Fiction, Romance, Drama, Literature;"Kisah tentang perjuangan sepasang anak manusia beda etnis pada masa-masa akhir Hindia-Belanda sampai perjuangan kemerdekaan Indonesia...
""Saya tidak marah kalau Anda, seperti lidah Melayu, kepalang melafalkan ca-bau-kan menjadi cabo. Yang saya marah, kalau Anda kira ca-bau-kan atau cabo itu perempuan yamg tiada bermoral. Ini pembelaan. Bukan hanya pembetulan.""";2001_Ca-bau-kan_Hanya_sebuah_dosa.jpg
fiksi;https://www.goodreads.com/book/show/1581468.Aisyah_Putri_1;Aisyah Putri 1: Operasi Milenia;Asma Nadia;;2000;Syaamil;3.66;942ratings;45reviews;Indonesian Literature, Fiction, Novels, Islam, Young Adult;"Belum kenal Aisyah Putri? Itu lho, gadis muda di SMU 2000! Yang ABG, tpi tetap Islami.... Yuk, kenalan lebih jauh dengan Aisyah, abang-abangnya yang rada-rada sableng tapi baik hati, plus temen-temennya yang konyol dan rame! Semuanya dipadu dalam buku yang kocak, namun penuh makna ini!
ASMA NADIA; penulis muda ini telah banyak menulis cerita bersambung, cerpen dan serial di beberapa media, dan pernah juga menjadi Pemenang Pertama pada Lomba Menulis Cerpen Islami tingkat nasional yang diadakan oleh Majalah Annida (dua kali), tahun 1995 dan 1997. Kisah Aisyah Putri yang merupakan buku pertamanya ini merupakan kumpulan serialnya yang banyak ditunggu pembac, dihadirkan lengkap dalam buku ini, plus beberapa cerita baru yang belum pernah diterbitkan.";2000_Aisyah_Putri_1_Operasi_Milenia.jpg
fiksi;https://www.goodreads.com/book/show/15982998-lalita;Lalita;Ayu Utami;;2012;Kepustakaan Populer Gramedia (KPG);3.69;1,222ratings;144reviews;Indonesian Literature, Fiction, Novels, Literature, Romance, Historical, Cultural;"Lalita menerima sejilid kertas tua berisi bagan-bagan mandala, dan sejak itu setiap hari pengetahuannya tentang sang kakek bertambah. Setiap kali pengetahuan itu bertambah banyak, setiap kali pula sang kakek bertambah muda dalam penglihatannya. Pada suatu titik ia bisa sepenuhnya melihat seorang remaja berumur tiga belas tahun, yang berdiri lurus kaku dan kepala sedikit miring seolah melihat sesuatu yang tidak dilihat orang lain.
Apa hubungan semua itu dengan Candi Borobudur? itu akan menjadi petualangan Yuda, Marja, dan Parang Jati.";2012_Lalita.jpg
fiksi;https://www.goodreads.com/book/show/1570535.Raumanen;Raumanen;Marianne Katoppo;;2006;Metafor Publishing;3.79;384ratings;72reviews;Indonesian Literature, Fiction, Novels, Romance, Adult, Drama, Classics;"""Raumanen seorang gadis cantik, rajin, independen. Monang seorang pemuda flamboyan, doyan pesta, bermobil sedan mengkilap mewah merek Impala. Raumanen orang Manado, Monang orang Batak, walaupun keduanya besar di Jakarta.
Tentu saja mereka jatuh cinta. Perasaan yang menyusup perlahan-lahan dan baru mereka sadari setelah menjungkirbalikkan semuanya di dunia mereka.""";2006_Raumanen.jpg
fiksi;https://www.goodreads.com/book/show/13385715-rumah-cokelat;Rumah Cokelat;Sitta Karina;;2012;Buah Hati;3.54;821ratings;114reviews;Indonesian Literature, Fiction, Novels, Romance, Family, Contemporary, Parenting;"JADI IBU MUDA BEKERJA DI JAKARTA TIDAK MUDAH! Hannah Andhito adalah tipikal perempuan masa kini di kota besar; bekerja di perusahaan multinasional, mengikuti tren fashion dan gaya hidup terkini sambil berusaha menabung untuk keluarga kecilnya, sangat menyukai melukis dengan cat air (yang ternyata baru ia sadari ini adalah passion-nya!), memiliki suami yang tampan dan family-oriented, sahabat SMA yang masih in touch, serta si kecil Razsya yang usianya jalan 2 tahun.
Sempurna? Awalnya Hannah merasa begitu sampai Razsya bergumam bahwa ia menyayangi pengasuh yang sehari-hari selalu bersamanya. Perjalanan Hannah menemukan makna menjadi seorang ibu yang sesungguhnya dimulai sejak momen itu.";2012_Rumah_Cokelat.jpg
fiksi;https://www.goodreads.com/book/show/1296437.Jangan_Berkedip_;Jangan Berkedip!;Isman H. Suryaman;;2006;Gramedia Pustaka Utama;3.09;138ratings;28reviews;Indonesian Literature, Fiction, Novels, Romance, Flash Fiction;Jangan Berkedip! (literally: Don't Blink!) is a flash-fiction anthology by Indonesian writers, Primadonna Angela and Isman H. Suryaman.;2006_Jangan_Berkedip!.jpg
fiksi;https://www.goodreads.com/book/show/6548780-dua-ibu;Dua Ibu;Arswendo Atmowiloto;;2009;Gramedia Pustaka Utama;3.81;364ratings;74reviews;Indonesian Literature, Fiction, Novels, Slice Of Life, Family, Literature;"Dalam kehidupan ada dua macam ibu. Pertama, ialah sebutan untuk perempuan yang melahirkan anaknya. Kedua, ialah sebutan untuk perempuan yang merelakan kebahagiaannya sendiri buat kebahagiaan anak orang lain, dengan rasa bahagia pula.
Yang paling istimewa jika dua macam sifat itu bergabung menjadi satu.
Aku bisa bercerita karena aku memiliki.
Aku memiliki dan ia kupanggil Ibu.
Begitulah pengakuan Mamid. Demikian juga pengakuan delapan anak yang lain yang dikeluargakan karena kasih sayang ibu dan ayah.
Ini memang kisah kasih dan sayang, kisah perjalanan seks, kisah perkawinan, dan juga kisah kematian yang pendek. Ditulis dengan gaya album. Menyajikan suasana per adegan, tidak selalu berurutan tetapi berangkaian, kadang membawa emosi, menyeret kenangan, dan melahirkan penilaian.
Arswendo Atmo";2009_Dua_Ibu.jpg
fiksi;https://www.goodreads.com/book/show/20317634-maya;Maya;Ayu Utami;;2013;Kepustakaan Populer Gramedia;3.75;624ratings;95reviews;Indonesian Literature, Fiction, Novels, Spirituality, Literature, Drama, Romance;Setelah dua tahun Saman dinyatakan hilang, kini Yasmin menerima tiga pucuk surat dari kekasih gelapnya itu. Bersama surat itu Saman juga mengirimkan sebutir batu akik. Untuk menjawab peristiwa misterius itu Yasmin yang sesungguhnya sangat rasional terpaksa pergi ke seorang guru kebatinan, Suhubudi, ayah dari Parang Jati. Di Padepokan Suhubudi Yasmin justru terlibat dalam suatu kejadian lain yang baginya merupakan perjalanan batin untuk memahami diri sendiri, cintanya, dan negerinya—sementara Parang Jati menjawab teka-teki tentang keberadaan Saman. Cerita ini berlatar peristiwa Reformasi 1998.;2013_Maya.jpg
fiksi;https://www.goodreads.com/book/show/1493217.Travelers_Tale_Belok_Kanan;Travelers' Tale, Belok Kanan: Barcelona!;Adhitya Mulya;;2007;Gagas Media;3.75;3,662ratings;472reviews;Indonesian Literature, Fiction, Novels, Travel, Romance, Adventure, Comedy;"Keempat orang bersahabat dari kecil. Di masa SMA mereka mulai saling jatuh cinta tanpa pernah tersampaikan. Retno dua kali menolak Francis padahal sebenarnya Farah memendam cinta pada pria itu. Menambah masalah jadi pelik, Jusuf juga sebenarnya menyayangi Farah.
Mereka tumbuh besar dan bekerja di negara berbeda. Masalah dimulai ketika Francis mengirimkan undangan kepada tiga sahabatnya bahwa dia akan menikah dengan gadis Spanyol di Barcelona. Masing-masing pergi menuju Barcelona meski dengan budget terbatas dari penjuru yang berbeda dengan misi tersendiri. Mencari jawaban untuk pertanyaan masing-masing.";2007_Travelers'_Tale,_Belok_Kanan_Barcelona!.jpg
fiksi;https://www.goodreads.com/book/show/27233177-api-awan-asap;Api Awan Asap;Korrie Layun Rampan;;2015;Gramedia Widya Sarana Indonesia;3.70;83ratings;23reviews;Indonesian Literature, Fiction, Romance;"Di sebuah kawasan, tepi Sungai Nyawatan, penduduk membangun lou (betang, rumah panjang). Dari lou itu, dua sahabat -Jue dan Sakatn- setelah menempuh perjalanan 300 kilometer, memasuki gua untuk mengambil sarang burung walet. Jue yang baru sebulan menikahi Nori, putri Petinggi Jepi, bertugas masuk ke dalam gua sambil pinggangnya diikat dengan tali plastik; sementara Sakatn menunggu di luar. Karena diam-diam Sakatn juga mencintai Nori, Sakatn lalu mengerat tali plastik itu. Akibatnya, Jue tersesat dalam gua yang gulita.";2015_Api_Awan_Asap.jpg
fiksi;https://www.goodreads.com/book/show/22746734-cinta-pergi;Cinta/Pergi;Juno Tisno;;2014;Moka Media;3.03;62ratings;26reviews;Indonesian Literature, Fiction, Romance;"""Kamu tahu tentang bunga Wijaya Kusuma, Rei?'
""Maksudnya?""
""Wijaya Kusuma.""
""Tidak.""
""Itu bunga langka. Warnanya putih, bersih. Bunga ini hanya mekar di malam hari dan cuma hidup beberapa jam.""
""Lantas?""
Ia tersenyum.
""Menurutku, kita seperti bunga Wijaya Kusuma.""
""Aku makin nggak ngerti.""
""Masa remaja kita begitu singkat, Rei. Seprti halnya bunga Wijaya Kusuma yang hanya mekar sebentar saja. Dan pada masa yang singkat itu, kita sering menemukan diri kita berjalan tanpa arah.""
Aku terdiam, menyimak perkataannya dengan seksama. Ia pula yang membuatku bertahun-tahun setelahnya, ketika aku harus menghadapi masalah, menjadikanku memiliki keberanian.
Gadis itu bernama Florina. Dan aku tidak tahu di mana ia berada.";2014_CintaPergi.jpg
fiksi;https://www.goodreads.com/book/show/26058244-somewhere-only-we-know;Somewhere Only We Know;Alexander Thian;;2015;Gagas Media;3.35;333ratings;72reviews;Indonesian Literature, Fiction, Romance;"Ini kisah tentang dua hati yang sama-sama merindukan kehangatan cinta. Tentang dua orang yang selalu berusaha mengartikan cinta, tetapi akhirnya mereka sadar bahwa cinta tak perlu diartikan.
Ririn dan Kenzo belajar dari rasa sakit, meskipun telah banyak kehilangan, mereka tetap memiliki harapan tentang cinta. Bahwa kita hanya perlu jatuh cinta untuk merasakan maknanya.
Somewhere Only We Know
juga mengisahkan tentang memaafkan masa lalu yang akan membawa kebahagiaan baru. Cinta itu selalu ada.";2015_Somewhere_Only_We_Know.jpg
